RESOLUÃÃO,CTT,UNNAMED: 2,DEMANDA,ATIVO/RECEPTIVO,DIRETOR,BANCO,RESPONSÁVEL,SITUAÃÃO
07/01/2025,182288,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,EDIANE,RESOLVIDO
07/01/2025,183849,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,JULIA,RESOLVIDO
07/01/2025,187384,1.0,50% A 80%,ATIVO,ADRIANO,RCI,FABIANA,RESOLVIDO
06/01/2025,188602,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,MARIA BRUNA,RESOLVIDO
06/01/2025,190898,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,JULIA,RESOLVIDO
07/01/2025,193648,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,MARIA BRUNA,RESOLVIDO
07/01/2025,193819,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,EDIANE,RESOLVIDO
06/01/2025,194503,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,JULIA,RESOLVIDO
07/01/2025,196250,2.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
07/01/2025,196267,2.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,ITAYNNARA,RESOLVIDO
07/01/2025,196315,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,ITAYNNARA,RESOLVIDO
07/01/2025,196567,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,MARIA BRUNA,RESOLVIDO
06/01/2025,196885,1.0,50% A 80%,ATIVO,ADRIANO,VOLKSWAGEN,EDIANE,RESOLVIDO
07/01/2025,198223,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,VITORIA,RESOLVIDO
07/01/2025,198387,1.0,"R$ 7.000,00",RECEPTIVO,ADRIANO,OMNI,IZABEL,RESOLVIDO
07/01/2025,198556,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,BRUNO MARIANO,RESOLVIDO
07/01/2025,198593,2.0,50% A 80%,ATIVO,ADRIANO,RENNER,ALINE SALVADOR,RESOLVIDO
06/01/2025,198738,2.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,MARIA BRUNA,RESOLVIDO
07/01/2025,199490,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,ITAYNNARA,RESOLVIDO
07/01/2025,200036,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,MARIA BRUNA,RESOLVIDO
07/01/2025,200269,2.0,50% A 80%,ATIVO,ADRIANO,RENNER,EDIANE,RESOLVIDO
07/01/2025,202091,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,ALINE SALVADOR,RESOLVIDO
07/01/2025,203315,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,MARIA BRUNA,RESOLVIDO
07/01/2025,203697,1.0,50% A 80%,ATIVO,ADRIANO,ITAÃ,EDIANE,RESOLVIDO
07/01/2025,204030,1.0,50% A 80%,ATIVO,ADRIANO,GMAC,JULIANA,RESOLVIDO
07/01/2025,204756,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,VITORIA,RESOLVIDO
07/01/2025,205634,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,ALINE SALVADOR,RESOLVIDO
06/01/2025,205897,2.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,FABIANA,RESOLVIDO
06/01/2025,206885,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,MARIA BRUNA,RESOLVIDO
06/01/2025,207310,1.0,50% A 80%,ATIVO,ADRIANO,ITAÃ,MONYZA,RESOLVIDO
07/01/2025,207404,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,EDIANE,RESOLVIDO
06/01/2025,208522,2.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,JULIA,RESOLVIDO
07/01/2025,210112,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,ALINE SALVADOR,RESOLVIDO
07/01/2025,210394,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
06/01/2025,210820,2.0,50% A 80%,ATIVO,ADRIANO,ITAÃ,MONYZA,RESOLVIDO
07/01/2025,210962,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,MARIA BRUNA,RESOLVIDO
06/01/2025,211026,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,EDIANE,RESOLVIDO
07/01/2025,211255,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,JULIA,RESOLVIDO
08/01/2025,177562,3.0,50% A 80%,ATIVO,ADRIANO,RENNER,JULIA,RESOLVIDO
08/01/2025,138902,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,FABIANA,RESOLVIDO
08/01/2025,177562,3.0,50% A 80%,ATIVO,ADRIANO,RENNER,MARIA BRUNA,RESOLVIDO
08/01/2025,187137,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,EDIANE,RESOLVIDO
08/01/2025,188099,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,MARIA BRUNA,RESOLVIDO
08/01/2025,193797,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,MARIA BRUNA,RESOLVIDO
08/01/2025,194306,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,ITAYNNARA,RESOLVIDO
08/01/2025,198614,2.0,50% A 80%,ATIVO,ADRIANO,RENNER,MARIA BRUNA,RESOLVIDO
08/01/2025,198644,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,ITAYNNARA,RESOLVIDO
08/01/2025,200367,2.0,50% A 80%,ATIVO,ADRIANO,ITAÃ,MONYZA,RESOLVIDO
08/01/2025,202246,1.0,50% A 80%,ATIVO,ADRIANO,ITAÃ,JULIANA,RESOLVIDO
08/01/2025,203764,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,FABIANA,RESOLVIDO
08/01/2025,203918,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,MARIA BRUNA,RESOLVIDO
08/01/2025,203994,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,ITAYNNARA,RESOLVIDO
08/01/2025,211212,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,JULIA,RESOLVIDO
08/01/2025,119350,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,GREICY,RESOLVIDO
09/01/2025,177963,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,MONYZA,RESOLVIDO
08/01/2025,203476,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,EDIANE,RESOLVIDO
09/01/2025,210041,1.0,50% A 80%,ATIVO,ADRIANO,ITAÃ,FABIANA,RESOLVIDO
07/01/2025,196926,1.0,50% A 80%,ATIVO,ADRIANO,GMAC,KATIA,RESOLVIDO
10/01/2025,177753,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,ITAYNNARA,RESOLVIDO
10/01/2025,210147,1.0,50% A 80%,ATIVO,ADRIANO,ITAÃ,MARIA BRUNA,RESOLVIDO
10/01/2025,181092,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,IZABEL,RESOLVIDO
10/01/2025,136756,2.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,JULIA,RESOLVIDO
10/01/2025,186262,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,GREICY,RESOLVIDO
13/01/2025,191880,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,GREICY,RESOLVIDO
10/01/2025,196206,2.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,GREICY,RESOLVIDO
10/01/2025,202672,2.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,VITORIA,RESOLVIDO
10/01/2025,204750,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,MONYZA,RESOLVIDO
13/01/2025,208780,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,GREICY,RESOLVIDO
13/01/2025,146520,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,MARIA BRUNA,RESOLVIDO
13/01/2025,185137,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,JULIANA,RESOLVIDO
13/01/2025,191883,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,JULIANA,RESOLVIDO
13/01/2025,192592,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,EDIANE,RESOLVIDO
13/01/2025,195175,2.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,ALINE SALVADOR,RESOLVIDO
13/01/2025,196161,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,VITORIA,RESOLVIDO
13/01/2025,209315,2.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,JULIANA,RESOLVIDO
14/01/2025,162491,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,EDIANE,RESOLVIDO
14/01/2025,192591,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,EDIANE,RESOLVIDO
14/01/2025,195825,1.0,50% A 80%,ATIVO,ADRIANO,VOLKSWAGEN,ITAYNNARA,RESOLVIDO
14/01/2025,206186,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,ITAYNNARA,RESOLVIDO
14/01/2025,210878,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
15/01/2025,155343,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,JULIANA,RESOLVIDO
15/01/2025,184812,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,JULIANA,RESOLVIDO
15/01/2025,187561,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,JULIANA,RESOLVIDO
15/01/2025,196832,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,JULIANA,RESOLVIDO
15/01/2025,136940,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,JULIANA,RESOLVIDO
15/01/2025,154365,2.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,KATIA,RESOLVIDO
15/01/2025,177110,1.0,50% A 80%,ATIVO,ADRIANO,RCI,IZABEL,RESOLVIDO
15/01/2025,201135,1.0,50% A 80%,ATIVO,ADRIANO,VOLKSWAGEN,JULIA,RESOLVIDO
16/01/2025,197655,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,MONYZA,RESOLVIDO
16/01/2025,183995,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,MARIA BRUNA,RESOLVIDO
16/01/2025,193599,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,MARIA BRUNA,RESOLVIDO
17/01/2025,137580,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,MONYZA,RESOLVIDO
17/01/2025,175682,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,JULIANA,RESOLVIDO
17/01/2025,179913,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
17/01/2025,190916,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,KATIA,RESOLVIDO
17/01/2025,191167,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,JULIA,RESOLVIDO
17/01/2025,195768,2.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,FABIANA,RESOLVIDO
17/01/2025,197553,2.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,FABIANA,RESOLVIDO
17/01/2025,200435,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,FABIANA,RESOLVIDO
17/01/2025,208195,1.0,50% A 80%,ATIVO,ADRIANO,OMNI,MONYZA,RESOLVIDO
20/01/2025,110927,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,ITAYNNARA,RESOLVIDO
20/01/2025,114599,1.0,50% A 80%,ATIVO,ADRIANO,VOLKSWAGEN,MONYZA,RESOLVIDO
20/01/2025,129794,2.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,EDIANE,RESOLVIDO
20/01/2025,177226,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,ITAYNNARA,RESOLVIDO
20/01/2025,179019,2.0,50% A 80%,ATIVO,ADRIANO,RENNER,EDIANE,RESOLVIDO
20/01/2025,182488,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,JULIANA,RESOLVIDO
20/01/2025,186320,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,ALINE SALVADOR,RESOLVIDO
20/01/2025,195277,1.0,50% A 80%,ATIVO,ADRIANO,VOLKSWAGEN,ITAYNNARA,RESOLVIDO
20/01/2025,197348,2.0,50% A 80%,ATIVO,ADRIANO,RENNER,MONYZA,RESOLVIDO
20/01/2025,202076,1.0,50% A 80%,ATIVO,ADRIANO,OMNI,IZABEL,RESOLVIDO
20/01/2025,205199,3.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,VICTOR ADRIANO,RESOLVIDO
20/01/2025,209502,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,MARIA BRUNA,RESOLVIDO
17/01/2025,188747,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,JULIANA,RESOLVIDO
21/01/2025,200497,1.0,50% A 80%,ATIVO,ADRIANO,OMNI,IZABEL,RESOLVIDO
22/01/2025,188867,2.0,50% A 80%,ATIVO,ADRIANO,RENNER,ALINE SALVADOR,RESOLVIDO
21/01/2025,164199,2.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,VICTOR ADRIANO,RESOLVIDO
22/01/2025,178811,1.0,50% A 80%,ATIVO,ADRIANO,OMNI,EDIANE,RESOLVIDO
21/01/2025,180415,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,MARIA BRUNA,RESOLVIDO
22/01/2025,191404,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,ITAYNNARA,RESOLVIDO
21/01/2025,206423,2.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,FABIANA,RESOLVIDO
03/01/2025,219550,2.0,50% Ã 80%,ATIVO,LEANDRO,BRADESCO,FABIANA,RESOLVIDO
15/01/2025,34854,1.0,50% Ã 80%,ATIVO,LEANDRO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
15/01/2025,210809,1.0,50% Ã 80%,ATIVO,LEANDRO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
02/01/2025,161784,1.0,50% A 80%,ATIVO,ADRIANO,SANTANDER,ALINE,RESOLVIDO
02/01/2025,126417,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,ISABELLA,RESOLVIDO
02/01/2025,214546,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,FABIANA,RESOLVIDO
02/01/2025,218429,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,VICTOR ADRIANO,RESOLVIDO
03/01/2025,187054,2.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,FABIANA,RESOLVIDO
03/01/2025,215317,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,BRUNO MARIANO,RESOLVIDO
03/01/2025,215850,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,FABIANA,RESOLVIDO
03/01/2025,219886,1.0,50% A 80%,ATIVO,ADRIANO,ITAÃ,VITORIA,RESOLVIDO
07/01/2025,200041,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,GREICY,RESOLVIDO
07/01/2025,211729,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,MARIA BRUNA,RESOLVIDO
07/01/2025,213275,1.0,50% A 80%,ATIVO,ADRIANO,SANTANDER,MONYZA,RESOLVIDO
07/01/2025,217913,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,ITAYNNARA,RESOLVIDO
07/01/2025,222964,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,JULIA,RESOLVIDO
08/01/2025,187054,2.0,"R$ 6.000,00",ATIVO,ADRIANO,BRADESCO,AMANDA SANTANA,RESOLVIDO
08/01/2025,153305,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,KATIA,RESOLVIDO
08/01/2025,194264,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,JULIA,RESOLVIDO
08/01/2025,218817,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
08/01/2025,222973,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,ITAYNNARA,RESOLVIDO
09/01/2025,167637,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,BRUNO MARIANO,RESOLVIDO
10/01/2025,165150,2.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
10/01/2025,216726,1.0,50% A 80%,ATIVO,ADRIANO,RCI,JULIANA,RESOLVIDO
10/01/2025,113688,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,MARIA BRUNA,RESOLVIDO
10/01/2025,164702,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,IZABEL,RESOLVIDO
10/01/2025,173094,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,JULIANA,RESOLVIDO
10/01/2025,213685,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,FABIANA,RESOLVIDO
13/01/2025,222889,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,MARIA BRUNA,RESOLVIDO
13/01/2025,152218,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
13/01/2025,213962,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,ITAYNNARA,RESOLVIDO
13/01/2025,214616,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
13/01/2025,220816,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,EDIANE,RESOLVIDO
14/01/2025,184305,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,MARIA BRUNA,RESOLVIDO
14/01/2025,130425,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,KATIA,RESOLVIDO
14/01/2025,217838,1.0,50% A 80%,ATIVO,ADRIANO,SANTANDER,ITAYNNARA,RESOLVIDO
15/01/2025,133247,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,IZABEL,RESOLVIDO
15/01/2025,118335,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,IZABEL,RESOLVIDO
15/01/2025,165150,2.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
15/01/2025,215873,1.0,50% A 80%,ATIVO,ADRIANO,VOLKSWAGEN,GREICY,RESOLVIDO
16/01/2025,46782,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,JULIANA,RESOLVIDO
17/01/2025,184480,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,GREICY,RESOLVIDO
17/01/2025,215697,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,FABIANA,RESOLVIDO
17/01/2025,217907,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,FABIANA,RESOLVIDO
17/01/2025,222675,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,MONYZA,RESOLVIDO
20/01/2025,145090,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,MONYZA,RESOLVIDO
20/01/2025,220497,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,ALINE SALVADOR,RESOLVIDO
21/01/2025,176345,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,MARIA BRUNA,RESOLVIDO
21/01/2025,24794,1.0,50% A 80%,ATIVO,ADRIANO,SANTANDER,MONYZA,RESOLVIDO
22/01/2025,172761,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,MONYZA,RESOLVIDO
21/01/2025,174924,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,JULIA,RESOLVIDO
03/01/2025,167066,2.0,50% A 80%,ATIVO,LEANDRO,PANAMERICANO,BRUNO MARIANO,RESOLVIDO
07/01/2025,103631,1.0,50% A 80%,ATIVO,LEANDRO,OMNI,MARIA BRUNA,RESOLVIDO
07/01/2025,136231,1.0,50% A 80%,ATIVO,LEANDRO,PANAMERICANO,MARIA BRUNA,RESOLVIDO
08/01/2025,141513,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,EDIANE,RESOLVIDO
09/01/2025,166192,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,MONYZA,RESOLVIDO
17/01/2025,137124,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,MONYZA,RESOLVIDO
02/01/2025,178432,2.0,VALORES,ATIVO,LEANDRO,BV FINANCEIRA,FABIANA,RESOLVIDO
06/01/2025,225002,3.0,VALORES,RECEPTIVO,LEANDRO,BRADESCO,FABIANA,RESOLVIDO
03/01/2025,199662,2.0,"R$ 20.000,00",RECEPTIVO,LEANDRO,SANTANDER,ALANA,RESOLVIDO
07/01/2025,54968,1.0,VALORES,ATIVO,LEANDRO,BRADESCO,IZABEL,RESOLVIDO
06/01/2025,221027,1.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,VITORIA,RESOLVIDO
06/01/2025,203056,2.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,AMANDA SANTANA,RESOLVIDO
06/01/2025,219550,2.0,"R$ 25.000,00",RECEPTIVO,LEANDRO,BRADESCO,KATIA,RESOLVIDO
08/01/2025,185999,1.0,VALORES,ATIVO,LEANDRO,RENNER,BRUNO MARIANO,RESOLVIDO
08/01/2025,128843,1.0,VALORES,RECEPTIVO,LEANDRO,VOLKSWAGEN,FABIANA,RESOLVIDO
17/01/2025,174704,2.0,VALORES,ATIVO,LEANDRO,BRADESCO,FABIANA,RESOLVIDO
10/01/2025,191307,1.0,"R$ 6.000,00",RECEPTIVO,LEANDRO,BV FINANCEIRA,LETICIA,RESOLVIDO
14/01/2025,208016,2.0,"R$ 3.000,00",ATIVO,LEANDRO,BRADESCO,IZABEL,RESOLVIDO
16/01/2025,215592,1.0,50% Ã 80%,ATIVO,ADRIANO,BRADESCO,JULIANA,RESOLVIDO
21/01/2025,207481,1.0,50% Ã 80%,ATIVO,ADRIANO,BV FINANCEIRA,ITAYNNARA,RESOLVIDO
03/01/2025,187441,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,FABIANA,RESOLVIDO
03/01/2025,203111,1.0,50% A 80%,ATIVO,LEANDRO,SANTANDER,BRUNO MARIANO,RESOLVIDO
07/01/2025,212891,2.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,FABIANA,RESOLVIDO
06/01/2025,221932,1.0,50% A 80%,ATIVO,LEANDRO,ITAÃ,MARIA BRUNA,RESOLVIDO
07/01/2025,222076,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,MONYZA,RESOLVIDO
09/01/2025,203590,1.0,50% A 80%,ATIVO,LEANDRO,ITAÃ,GREICY,RESOLVIDO
10/01/2025,222285,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
14/01/2025,210932,2.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,MARIA BRUNA,RESOLVIDO
13/01/2025,212891,2.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,MARIA BRUNA,RESOLVIDO
13/01/2025,202063,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,MARIA BRUNA,RESOLVIDO
14/01/2025,38027,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,MARIA BRUNA,RESOLVIDO
14/01/2025,210932,2.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,IZABEL,RESOLVIDO
15/01/2025,189388,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
15/01/2025,208016,2.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,JULIANA,RESOLVIDO
15/01/2025,213063,1.0,50% A 80%,ATIVO,LEANDRO,VOLKSWAGEN,JULIA,RESOLVIDO
21/01/2025,192751,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,EDIANE,RESOLVIDO
02/01/2025,219316,1.0,REVALIDAR BOLETO,RECEPTIVO,LEANDRO,SANTANDER,MONYZA,RESOLVIDO
14/01/2025,232165,2.0,"R$ 12.000,00",RECEPTIVO,ADRIANO,ITAÃ,VITORIA,RESOLVIDO
02/01/2025,206769,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,KATIA,RESOLVIDO
03/01/2025,203368,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,BRUNO MARIANO,RESOLVIDO
07/01/2025,93360,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,EDIANE,RESOLVIDO
06/01/2025,194341,1.0,50% A 80%,ATIVO,ADRIANO,ITAÃ,MONYZA,RESOLVIDO
07/01/2025,198255,1.0,50% A 80%,ATIVO,ADRIANO,OMNI,MONYZA,RESOLVIDO
07/01/2025,209598,2.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,FABIANA,RESOLVIDO
07/01/2025,213611,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,MONYZA,RESOLVIDO
07/01/2025,215498,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,EDIANE,RESOLVIDO
08/01/2025,113746,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,AMANDA SANTANA,RESOLVIDO
08/01/2025,145349,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,MARIA BRUNA,RESOLVIDO
08/01/2025,156344,1.0,50% A 80%,ATIVO,ADRIANO,SANTANDER,KATIA,RESOLVIDO
08/01/2025,206802,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,MARIA BRUNA,RESOLVIDO
09/01/2025,199893,1.0,50% A 80%,ATIVO,ADRIANO,OMNI,GREICY,RESOLVIDO
10/01/2025,217843,1.0,50% A 80%,ATIVO,ADRIANO,SANTANDER,MARIA BRUNA,RESOLVIDO
10/01/2025,204568,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
10/01/2025,210933,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,FABIANA,RESOLVIDO
13/01/2025,206203,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,ITAYNNARA,RESOLVIDO
14/01/2025,210896,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
13/01/2025,217981,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,FABIANA,RESOLVIDO
14/01/2025,136374,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,MARIA BRUNA,RESOLVIDO
14/01/2025,192578,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,MARIA BRUNA,RESOLVIDO
14/01/2025,215979,2.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,EDIANE,RESOLVIDO
15/01/2025,199870,1.0,50% A 80%,ATIVO,ADRIANO,VOLKSWAGEN,JULIANA,RESOLVIDO
15/01/2025,179045,3.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,VICTOR ADRIANO,RESOLVIDO
15/01/2025,194285,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,ITAYNNARA,RESOLVIDO
16/01/2025,152992,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,VICTOR ADRIANO,RESOLVIDO
17/01/2025,160033,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,MONYZA,RESOLVIDO
17/01/2025,195116,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,JULIANA,RESOLVIDO
